Nombre;Codigo_Postal;Calle;Municipio;Distrito;Latitud;Longitud;Provincia;Pais;Tipo_Cocina;Sitio_Web;Direccion_Completa
Betis - Hnos Moreno;29670;Plaza de Istán;San Pedro Alcántara;Salto del Agua;36.4871271;-4.988585;Costa del Sol Occidental;España;No especificado;No disponible;Betis - Hnos Moreno, Plaza de Istán, Salto del Agua, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29670, España
La Villa Mexican & Grill;29670;Calle Dependiente;San Pedro Alcántara;Salto del Agua;36.486937;-4.9890148;Costa del Sol Occidental;España;No especificado;No disponible;La Villa Mexican & Grill, Calle Dependiente, Salto del Agua, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29670, España
Paradise;29670;Plaza de la Iglesia;San Pedro Alcántara;Salto del Agua;36.4873893;-4.9897468;Costa del Sol Occidental;España;No especificado;No disponible;Paradise, Plaza de la Iglesia, Salto del Agua, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29670, España
Mr. Gourmet Burger;29670;Calle San Andrés;San Pedro Alcántara;El Ingenio;36.4834409;-4.9874909;Costa del Sol Occidental;España;No especificado;No disponible;Mr. Gourmet Burger, Calle San Andrés, El Ingenio, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29670, España
Cafetería La Pausa;29670;Plaza de Istán;San Pedro Alcántara;Salto del Agua;36.4876315;-4.9889647;Costa del Sol Occidental;España;No especificado;No disponible;Cafetería La Pausa, Plaza de Istán, Salto del Agua, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29670, España
Frutos;29140;Avenida de la Riviera;Torremolinos;;36.6455704;-4.4893958;Costa del Sol Occidental;España;No especificado;No disponible;Frutos, Avenida de la Riviera, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29140, España
BOLERO;29670;Calle Adolfo Luque Chicote;San Pedro Alcántara;Salto del Agua;36.4835995;-4.9901567;Costa del Sol Occidental;España;No especificado;No disponible;BOLERO, Calle Adolfo Luque Chicote, Salto del Agua, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29670, España
Il Clandestino;29660;Calle Miguel de Unamuno;San Pedro Alcántara;Nueva Andalucía;36.4995235;-4.9737518;Costa del Sol Occidental;España;No especificado;No disponible;Il Clandestino, Calle Miguel de Unamuno, Nueva Andalucía, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29660, España
The Katmandu;29620;Calle Antonio Girón;Torremolinos;;36.6230127;-4.4995819;Costa del Sol Occidental;España;No especificado;No disponible;The Katmandu, Calle Antonio Girón, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29620, España
MARVELLOUS;29660;Calle Ribera;San Pedro Alcántara;Nueva Andalucía;36.4873565;-4.9527425;Costa del Sol Occidental;España;No especificado;No disponible;MARVELLOUS, Calle Ribera, Nueva Andalucía, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29660, España
El Rincon de Victoria;29670;Calle 19B;San Pedro Alcántara;Guadalmina;36.4740857;-5.0045542;Costa del Sol Occidental;España;No especificado;No disponible;El Rincon de Victoria, Calle 19B, Guadalmina Alta, Guadalmina, San Pedro Alcántara, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29670, España
Los Pescadores;29740;Calle San Rafael;Vélez-Málaga;Caleta 2000;36.7436989;-4.0871561;La Axarquía;España;No especificado;No disponible;Los Pescadores, Calle San Rafael, Torres de Colón, Caleta 2000, Torre del Mar, Vélez-Málaga, La Axarquía, Málaga, Andalucía, 29740, España
Venta Vázquez;29130;A-404;Alhaurín de la Torre;;36.6506657;-4.5936993;Valle del Guadalhorce;España;No especificado;No disponible;VENTA VÁZQUEZ, A-404, La Alquería, Alhaurín de la Torre, Valle del Guadalhorce, Málaga, Andalucía, 29130, España
La Cantina;29197;Plaza Almijara;Málaga;;36.745811;-4.3274985;Málaga-Costa del Sol;España;No especificado;No disponible;La Cantina, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29197, España
Kontiki;29593;MA-5005;Álora;;36.8782391;-4.7316151;Valle del Guadalhorce;España;No especificado;No disponible;Kontiki, MA-5005, Los Llanos, Álora, Valle del Guadalhorce, Málaga, Andalucía, 29593, España
Andele!! Andele!!;29780;Avenida Mediterráneo;Nerja;;36.7432577;-3.8832236;La Axarquía;España;No especificado;No disponible;Andele!! Andele!!, Avenida Mediterráneo, Nerja, La Axarquía, Málaga, Andalucía, 29780, España
Bar Gonzalez;29650;Pasaje de las Golondrinas;Mijas;;36.5970832;-4.6371558;Costa del Sol Occidental;España;No especificado;No disponible;Bar Gonzalez, Pasaje de las Golondrinas, Mijas Pueblo, Las Lomas de Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Restaurant;29649;Calle Petunia de Miraflores;Mijas;;36.4931555;-4.7001238;Costa del Sol Occidental;España;No especificado;No disponible;Restaurant, Calle Petunia de Miraflores, Miraflores, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
Don Enrique;29780;Paseo Balcón de Europa;Nerja;;36.7445596;-3.8760581;La Axarquía;España;No especificado;No disponible;Don Enrique, Paseo Balcón de Europa, Nerja, La Axarquía, Málaga, Andalucía, 29780, España
Cuatro Esquinas;29017;Calle Pintada;Málaga;El Palo;36.7210572;-4.3588865;Málaga-Costa del Sol;España;No especificado;No disponible;Cuatro Esquinas, Calle Almería, El Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España
En Pa Ca;29002;Calle Mendívil;Málaga;Renfe;36.713002;-4.4319151;Málaga-Costa del Sol;España;No especificado;No disponible;En Pa Ca, 6, Calle Mendívil, Renfe, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España
Pizzeria Mariloli;29002;Calle Héroe de Sostoa;Málaga;Jardín de la Abadía;36.7083468;-4.4350126;Málaga-Costa del Sol;España;No especificado;No disponible;Pizzeria Mariloli, 68, Calle Héroe de Sostoa, Jardín de la Abadía, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España
Bar Mijas;29650;Plaza Virgen de la Peña;Mijas;;36.5960388;-4.6378348;Costa del Sol Occidental;España;No especificado;No disponible;Bar Mijas, Plaza Virgen de la Peña, Mijas Pueblo, Las Lomas de Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Espiga;29620;Avenida Joan Miró;Torremolinos;;36.6219506;-4.5023811;Costa del Sol Occidental;España;No especificado;No disponible;Espiga, 19, Avenida Joan Miró, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29620, España
Churros & Noodles;29640;Calle Santa Gema;Fuengirola;Los Boliches;36.5535325;-4.6158486;Costa del Sol Occidental;España;No especificado;No disponible;Churros & Noodles, 2, Calle Santa Gema, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Bar Didi;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6001171;-4.5313081;Costa del Sol Occidental;España;No especificado;No disponible;Bar Didi, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
New Carambola;29631;Avenida Inmaculada Concepción;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6020884;-4.5330676;Costa del Sol Occidental;España;No especificado;No disponible;New Carambola, Avenida Inmaculada Concepción, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Pil Pil;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5998989;-4.5323168;Costa del Sol Occidental;España;No especificado;No disponible;Pil Pil, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Pomodoro;29004;Avenida Molière;Málaga;Almudena;36.6867052;-4.4521706;Málaga-Costa del Sol;España;No especificado;No disponible;Pomodoro, 25, Avenida Molière, Almudena, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España
La Canasta;29013;Camino Colmenar;Málaga;Olletas;36.734264;-4.4160223;Málaga-Costa del Sol;España;No especificado;No disponible;La Canasta, 15, Camino Colmenar, Olletas, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29013, España
Casa Luciano;29631;Avenida Inmaculada Concepción;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6020024;-4.5332454;Costa del Sol Occidental;España;No especificado;No disponible;Casa Luciano, Avenida Inmaculada Concepción, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
El Oceano;29649;Sendero Litoral;Mijas;Las Golondrinas Vistamar;36.4906451;-4.6947578;Costa del Sol Occidental;España;No especificado;No disponible;El Oceano, Sendero Litoral, Las Golondrinas Vistamar, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
El Calmar;29631;Avenida Vicente Aleixandre;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.599744;-4.5343303;Costa del Sol Occidental;España;No especificado;No disponible;El Calmar, Avenida Vicente Aleixandre, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Granier;29631;Calle Blas Infante;Málaga;Polígono Alameda;36.7174319;-4.4299023;Málaga-Costa del Sol;España;No especificado;No disponible;Granier, Pasaje Compositor Lehmberg Ruiz, Polígono Alameda, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España
Casa Emilio;29631;Calle Sol;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5987268;-4.5345659;Costa del Sol Occidental;España;No especificado;No disponible;Casa Emilio, Calle Sol, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
El Filósofo Mudo;29631;Calle Sol;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5989132;-4.5343777;Costa del Sol Occidental;España;No especificado;No disponible;El Filósofo Mudo, Calle Sol, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
La Alternativa;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5990024;-4.5345715;Costa del Sol Occidental;España;No especificado;No disponible;La Alternativa, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
La Despensa del Aceite;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5989283;-4.5345265;Costa del Sol Occidental;España;No especificado;No disponible;La Despensa del Aceite, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Bar Sin Nombre;29631;Calle Sierramar;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6012227;-4.5328231;Costa del Sol Occidental;España;No especificado;No disponible;Bar Sin Nombre, Calle Sierramar, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Cafe Bar Plaza España;29631;Calle Félix Solesio;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5982132;-4.5345707;Costa del Sol Occidental;España;No especificado;No disponible;Cafe Bar Plaza España, Calle Félix Solesio, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Siam;29740;Calle La Gaviota;Vélez-Málaga;Caleta 2000;36.7434496;-4.0902273;La Axarquía;España;No especificado;No disponible;Siam, Calle La Gaviota, Pueblo Rocío, Caleta 2000, Torre del Mar, Vélez-Málaga, La Axarquía, Málaga, Andalucía, 29740, España
La Mamma;29740;Avenida de Andalucía;Vélez-Málaga;Caleta 2000;36.7433865;-4.0903591;La Axarquía;España;No especificado;No disponible;La Mamma, Avenida de Andalucía, Pueblo Rocío, Caleta 2000, Torre del Mar, Vélez-Málaga, La Axarquía, Málaga, Andalucía, 29740, España
Brujas;29740;Calle Junquera;Vélez-Málaga;;36.7352186;-4.096859;La Axarquía;España;No especificado;No disponible;Brujas, Calle Junquera, Torre del Mar, Vélez-Málaga, La Axarquía, Málaga, Andalucía, 29740, España
Victor **;29740;Avenida Antonio Toré Toré;Vélez-Málaga;;36.7358688;-4.0970012;La Axarquía;España;No especificado;No disponible;Victor **, 30, Avenida Antonio Toré Toré, Torre del Mar, Vélez-Málaga, La Axarquía, Málaga, Andalucía, 29740, España
El Pozo;29740;Paseo Marítimo Poniente;Alhaurín de la Torre;;36.6888957;-4.6342014;Valle del Guadalhorce;España;No especificado;No disponible;El Pozo, Alhaurín de la Torre, Valle del Guadalhorce, Málaga, Andalucía, 29570, España
Alfrieg Steak House;29640;Calle Lope de Vega;Fuengirola;Los Boliches;36.5502831;-4.6158189;Costa del Sol Occidental;España;No especificado;No disponible;Alfrieg Steak House, Calle Lope de Vega, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Parilla Argentina Cosquín;29640;Calle Lope de Vega;Fuengirola;Los Boliches;36.5501384;-4.6154661;Costa del Sol Occidental;España;No especificado;No disponible;Parilla Argentina Cosquín, Calle Lope de Vega, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Jacaranda;29600;Avenida de Ramón y Cajal;Marbella;Barrio Nuevo;36.5082216;-4.884203;Costa del Sol Occidental;España;No especificado;No disponible;Jacaranda, 10, Avenida de Ramón y Cajal, Barrio Nuevo, Casco antiguo, Marbella, Costa del Sol Occidental, Málaga, Andalucía, 29600, España
Café Churreria El Parque;29631;Avenida Federico García Lorca;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5993604;-4.5318158;Costa del Sol Occidental;España;No especificado;No disponible;Café Churreria El Parque, Avenida Federico García Lorca, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Casa Colón;29640;Calle Troncón;Fuengirola;Los Boliches;36.5381492;-4.6235979;Costa del Sol Occidental;España;No especificado;No disponible;Casa Colón, 2, Calle Troncon, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Bubba.bar;29640;Calle Alemania;Fuengirola;Los Boliches;36.5382417;-4.6234938;Costa del Sol Occidental;España;No especificado;No disponible;Bubba.bar, Calle Alemania, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
La Oliva Taberna;29640;Calle Alemania;Fuengirola;;36.538169;-4.6233966;Costa del Sol Occidental;España;No especificado;No disponible;La Oliva Taberna, Calle Alemania, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
La Esquina de Chinorros;29640;Calle del Mercado;Fuengirola;Los Boliches;36.538139;-4.6233481;Costa del Sol Occidental;España;No especificado;No disponible;La Esquina de Chinorros, Calle del Mercado, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Restaurante Vegetalia;29640;Calle Santa Isabel;Fuengirola;Los Boliches;36.5529996;-4.6174335;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante Vegetalia, 8, Calle Santa Isabel, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
La Terraza;29631;Calle Pedro Serrano;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6051003;-4.5334642;Costa del Sol Occidental;España;No especificado;No disponible;La Terraza, Calle Pedro Serrano, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Chirimoya;29640;Calle Iglesia;Fuengirola;Los Boliches;36.5514847;-4.6164604;Costa del Sol Occidental;España;No especificado;No disponible;Chirimoya, Calle Iglesia, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Bar Piilo;29631;Calle Zodiaco;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5983928;-4.5304139;Costa del Sol Occidental;España;No especificado;No disponible;Bar Piilo, Calle Zodiaco, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Bar Gamonal;29631;Calle Sagitario;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5979671;-4.5302972;Costa del Sol Occidental;España;No especificado;No disponible;Bar Gamonal, Calle Sagitario, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Thelman baari;29640;Calle Salinas;Fuengirola;Los Boliches;36.5544696;-4.6143688;Costa del Sol Occidental;España;No especificado;No disponible;Thelman baari, Calle Salinas, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Taberna Matahambre;29008;Plaza Marqués de Vado del Maestre;Málaga;Centro Histórico;36.7221926;-4.42066;Málaga-Costa del Sol;España;No especificado;No disponible;Taberna Matahambre, Plaza Marqués de Vado del Maestre, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29008, España
La Posada de Brasil;29140;Calle del Zoco;Málaga;;36.6557983;-4.4794639;Málaga-Costa del Sol;España;No especificado;No disponible;La Posada de Brasil, Calle del Zoco, Plaza Mayor, Churriana, Guadalmar-San Julián, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29140, España
La Canasta;29013;Camino Colmenar;Málaga;Olletas;36.734264;-4.4160223;Málaga-Costa del Sol;España;No especificado;No disponible;La Canasta, 15, Camino Colmenar, Olletas, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29013, España
Restaurante El Faro;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6016566;-4.5238043;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante El Faro, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Ikaros Café;29260;Calle Francisco de Jorge Gallardo;Torremolinos;;36.6068706;-4.5170003;Costa del Sol Occidental;España;No especificado;No disponible;Ikaros Café, Calle Francisco de Jorge Gallardo, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29260, España
Cafetería-Bar Emmi;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.600668;-4.5277833;Costa del Sol Occidental;España;No especificado;No disponible;Cafetería-Bar Emmi, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Bar Arjona;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6002402;-4.5295981;Costa del Sol Occidental;España;No especificado;No disponible;Bar Arjona, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
El Jazzy Bar;29640;Avenida Nuestro Padre Jesús Cautivo;Fuengirola;Los Boliches;36.5575007;-4.612934;Costa del Sol Occidental;España;No especificado;No disponible;El Jazzy Bar, Avenida Nuestro Padre Jesús Cautivo, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
LULU’S;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5998595;-4.532354;Costa del Sol Occidental;España;No especificado;No disponible;LULU’S, 35, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Bar de Tapas Lidia;29640;Avenida Nuestro Padre Jesús Cautivo;Fuengirola;Los Boliches;36.555758;-4.6141721;Costa del Sol Occidental;España;No especificado;No disponible;Bar de Tapas Lidia, Avenida Nuestro Padre Jesús Cautivo, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Kardemumma café & restaurante;29640;Avenida Nuestro Padre Jesús Cautivo;Fuengirola;Los Boliches;36.5559061;-4.6134057;Costa del Sol Occidental;España;No especificado;No disponible;Kardemumma café & restaurante, Avenida Nuestro Padre Jesús Cautivo, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Jupiter Bar;29640;Avenida Jesús Santos Reín;Fuengirola;Los Boliches;36.5555815;-4.6136188;Costa del Sol Occidental;España;No especificado;No disponible;Jupiter Bar, 44, Avenida Jesús Santos Reín, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
La Niña del Guardia;29631;Calle Vega;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5967277;-4.5345075;Costa del Sol Occidental;España;No especificado;No disponible;La Niña del Guardia, Calle Vega, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Cafetería Antonio;29700;Calle Reñidero;Vélez-Málaga;La Villa;36.7828136;-4.1072839;La Axarquía;España;No especificado;No disponible;Cafetería Antonio, 5, Calle Reñidero, La Villa, Reñidero, Vélez-Málaga, La Axarquía, Málaga, Andalucía, 29700, España
El Forno de Piedra;29631;Calle Blas Infante;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5977084;-4.5351153;Costa del Sol Occidental;España;No especificado;No disponible;El Forno de Piedra, Calle Blas Infante, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
La Huerta;;;Casabermeja;;36.8987303;-4.4725618;Antequera;España;No especificado;No disponible;La Huerta, Casabermeja, Antequera, Málaga, Andalucía, España
Porto di Mare Pizzeria;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6007329;-4.5288494;Costa del Sol Occidental;España;No especificado;No disponible;Porto di Mare Pizzeria, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Casa Arjona;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6002365;-4.5295647;Costa del Sol Occidental;España;No especificado;No disponible;Casa Arjona, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Lola's Bar;29640;Avenida Condes de San Isidro;Fuengirola;Los Boliches;36.5395195;-4.6243025;Costa del Sol Occidental;España;No especificado;No disponible;Lola's Bar, Avenida Condes de San Isidro, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Asador El Pollo de Oro;29631;A-368;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.600668;-4.5290855;Costa del Sol Occidental;España;No especificado;No disponible;Asador El Pollo de Oro, A-368, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Restaurante Pescadería Los Mellizos;29631;Calle Pacharan;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6051753;-4.5318748;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante Pescadería Los Mellizos, 49-52, Calle Pacharan, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Bar Restaurante Pepe;29631;Avenida de la Constitución;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5998157;-4.5324712;Costa del Sol Occidental;España;No especificado;No disponible;Bar Restaurante Pepe, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Restaurante Tapería Los Delantes;29631;Calle Andalucía;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5977844;-4.5336653;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante Tapería Los Delantes, Calle Andalucía, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Jaque Mate vinos y tapas;29631;Avenida del Tívoli;Torrequebrada;Arroyo de la Miel;36.6002826;-4.5440648;Costa del Sol Occidental;España;No especificado;No disponible;Jaque Mate vinos y tapas, Avenida del Tívoli, Arroyo de la Miel, Torrequebrada, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Restaurante Hidema;29631;Calle Topacio;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6010925;-4.5442828;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante Hidema, Calle Topacio, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Cafetería Francisco;29631;Calle Sierramar;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.6010727;-4.532868;Costa del Sol Occidental;España;No especificado;No disponible;Cafetería Francisco, Calle Sierramar, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Bar Pizzeria Mediterráneo;29631;Calle San Juan;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5995317;-4.5331612;Costa del Sol Occidental;España;No especificado;No disponible;Bar Pizzeria Mediterráneo, Calle San Juan, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Artesanos del Jamón;29631;Calle Orión;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5993672;-4.53637;Costa del Sol Occidental;España;No especificado;No disponible;Artesanos del Jamón, Calle Orión, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Bar Carilles;29631;Avenida de la Estación;Arroyo de la Miel-Benalmádena Costa;Arroyo de la Miel;36.5987585;-4.5361404;Costa del Sol Occidental;España;No especificado;No disponible;Bar Carilles, Avenida de la Estación, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Los Amigos del Pueblo;29631;Avenida del Tívoli;Torrequebrada;Arroyo de la Miel;36.6001689;-4.5438882;Costa del Sol Occidental;España;No especificado;No disponible;Los Amigos del Pueblo, Avenida del Tívoli, Arroyo de la Miel, Torrequebrada, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Euro Cafe (Cafe Bar);29620;C/ Decano Higueras del Castillo;Torremolinos;;36.6136694;-4.5024484;Costa del Sol Occidental;España;No especificado;No disponible;Euro Cafe (Cafe Bar), 49, Calle Decano Higueras del Castillo, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29620, España
