Nombre;Codigo_Postal;Calle;Municipio;Distrito;Latitud;Longitud;Provincia;Pais;Tipo_Cocina;Sitio_Web;Direccion_Completa
Migui;29017.0;Calle Almería;Málaga;El Palo;36.721033;-4.358742;Málaga-Costa del Sol;España;No especificado;No disponible;Migui, Calle Almería, El Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España
Locutorio;29001.0;Calle Tomás Heredia;Málaga;Ensanche Centro;36.7166378;-4.4234132;Málaga-Costa del Sol;España;No especificado;No disponible;Locutorio, Calle Tomás Heredia, Ensanche Centro, Soho, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29001, España
Rompeolas;29017.0;Paseo Marítimo El Pedregal;Málaga;Las Acacias;36.7197755;-4.3679776;Málaga-Costa del Sol;España;No especificado;No disponible;Rompeolas, 89, Paseo Marítimo El Pedregal, Las Acacias, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España
""" cafestore""";29631.0;Autovía del Mediterráneo;Torremolinos;;36.6114197;-4.528578;Costa del Sol Occidental;España;No especificado;No disponible;""" cafestore"", Autovía del Mediterráneo, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29631, España"
Restaurante La Paella;29620.0;Paseo Marítimo;Torremolinos;;36.6248743;-4.4930109;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante La Paella, Paseo Marítimo, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29620, España
Astorga;29007.0;Calle Gerona;Málaga;Los Tilos;36.7142231;-4.4371993;Málaga-Costa del Sol;España;No especificado;No disponible;Astorga, Calle Gerona, Los Tilos, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España
Mesón Casa Anita;29014.0;Calle Alcalde Joaquín Quiles;Málaga;Jardín de Málaga;36.7496581;-4.420577;Málaga-Costa del Sol;España;No especificado;No disponible;Mesón Casa Anita, 9, Calle Alcalde Joaquín Quiles, Jardín de Málaga, Ciudad Jardín, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29014, España
Mesón El Caballo;29640.0;Calle Lamo de Espinosa;Fuengirola;Los Boliches;36.543065;-4.6208336;Costa del Sol Occidental;España;No especificado;No disponible;Mesón El Caballo, Calle Lamo de Espinosa, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Mariano;29008.0;Calle Granados;Málaga;Centro Histórico;36.7225473;-4.4199726;Málaga-Costa del Sol;España;No especificado;No disponible;Mariano, 2, Calle Granados, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29008, España
Mesón El Pollo del Tío Paco;29004.0;Calle Londres;Málaga;San Julián;36.6673726;-4.4734359;Málaga-Costa del Sol;España;No especificado;No disponible;Mesón El Pollo del Tío Paco, 6, Calle Londres, San Julián, Churriana, Guadalmar-San Julián, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España
Cortijo de Pepe;29017.0;Avenida Pío Baroja;Málaga;La Merced;36.7228951;-4.4178237;Málaga-Costa del Sol;España;No especificado;No disponible;Cortijo de Pepe, 2, Plaza de la Merced, La Merced, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29012, España
Pomodoro;29004.0;Avenida Molière;Málaga;Almudena;36.6867052;-4.4521706;Málaga-Costa del Sol;España;No especificado;No disponible;Pomodoro, 25, Avenida Molière, Almudena, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España
Café Molière;29004.0;Calle Palma del Río;Málaga;Mainake;36.6887762;-4.455462;Málaga-Costa del Sol;España;No especificado;No disponible;Café Molière, 19, Calle Palma del Río, Mainake, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España
Mesón Alvaluz;29007.0;Calle Stendhal;Málaga;La Barriguilla;36.7173336;-4.4555383;Málaga-Costa del Sol;España;No especificado;No disponible;Mesón Alvaluz, 7, Calle Stendhal, La Barriguilla, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España
El Almirez;29002.0;Calle Río Rocío;Málaga;Huelin;36.7043855;-4.4346754;Málaga-Costa del Sol;España;No especificado;No disponible;El Almirez, 8, Calle Río Rocío, Huelin, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España
La Rambla;29001.0;Calle Tomás Heredia;Málaga;;37.0599866;-4.8693347;Guadalteba;España;No especificado;No disponible;La Rambla, Campillos, Guadalteba, Málaga, Andalucía, 29320, España
La Colmena;29002.0;Calle Cuarteles;Málaga;Perchel Sur;36.7145228;-4.4271488;Málaga-Costa del Sol;España;No especificado;No disponible;La Colmena, 15, Calle Cuarteles, Perchel Sur, El Perchel, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España
Mesón Gallego;29001.0;Calle Martínez Campos;Málaga;Ensanche Centro;36.7153997;-4.4231825;Málaga-Costa del Sol;España;No especificado;No disponible;Mesón Gallego, 9, Calle Martínez Campos, Ensanche Centro, Soho, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29001, España
El Huesca;29015.0;Calle Cañón;Málaga;Centro Histórico;36.7198426;-4.4185669;Málaga-Costa del Sol;España;No especificado;No disponible;El Huesca, 13, Calle Cañón, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29015, España
La Cepa;29015.0;Calle Strachan;Málaga;Centro Histórico;36.7196;-4.4203651;Málaga-Costa del Sol;España;No especificado;No disponible;La Cepa, Calle Strachan, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29015, España
Rincón Catedral;29015.0;Calle Cañón;Málaga;Centro Histórico;36.7201767;-4.4186357;Málaga-Costa del Sol;España;No especificado;No disponible;Rincón Catedral, Calle Cañón, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29015, España
Rincón de los Cazadores;29007.0;Calle Santa Elena;Málaga;;36.7207712;-4.4359221;Málaga-Costa del Sol;España;No especificado;No disponible;Rincón de los Cazadores, 15, Calle Santa Elena, Mármoles (Cruz de Humilladero), Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29007, España
Mesón Antonio;29005.0;Calle Fernando de Lesseps;Málaga;Centro Histórico;36.7206079;-4.4229379;Málaga-Costa del Sol;España;No especificado;No disponible;Mesón Antonio, 5, Calle Fernando de Lesseps, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29005, España
El Tomellar;29190.0;Calle Nísperos;Málaga;El Tomillar;36.7349194;-4.480809;Málaga-Costa del Sol;España;No especificado;No disponible;El Tomellar, 12, Calle Nísperos, El Tomillar, Puerto de la Torre, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29190, España
Los Robles de León;29009.0;Avenida Luis Buñuel;Málaga;Martiricos;36.7329942;-4.429392;Málaga-Costa del Sol;España;No especificado;No disponible;Los Robles de León, 7, Avenida Luis Buñuel, Martiricos, Palma-Palmilla, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España
El Mirador de Al-Andalus (closed);29510.0;Carretera de Antequera a Zalea;Álora;;36.8167512;-4.6920877;Valle del Guadalhorce;España;No especificado;No disponible;El Mirador de Al-Andalus (closed), Carretera de Antequera a Zalea, Bellavista, El Puente, Álora, Valle del Guadalhorce, Málaga, Andalucía, 29510, España
Bar Diamante;29640.0;Calle Hernán Cortés;Fuengirola;Los Boliches;36.5451523;-4.6182423;Costa del Sol Occidental;España;No especificado;No disponible;Bar Diamante, Calle Hernán Cortés, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Restaurante El Río;29640.0;Calle Manuel Fernández;Fuengirola;Los Boliches;36.5527406;-4.6142487;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante El Río, Calle Manuel Fernández, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Inga's café;29640.0;Calle Jacinto Benavente;Fuengirola;Los Boliches;36.5413869;-4.6216787;Costa del Sol Occidental;España;No especificado;No disponible;Inga's café, Calle Jacinto Benavente, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Restaurante Meguiñez;29650.0;Calle San Sebastián;Mijas;;36.5952853;-4.6388847;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante Meguiñez, Calle San Sebastián, Mijas Pueblo, Las Lomas de Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Tapas Bar El Río;29640.0;Calle Manuel Fernández;Fuengirola;Los Boliches;36.552642;-4.6143286;Costa del Sol Occidental;España;No especificado;No disponible;Tapas Bar El Río, Calle Manuel Fernández, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Cappuccino's;29640.0;Calle Maestro Pedro Calvo;Fuengirola;Los Boliches;36.5488067;-4.6159243;Costa del Sol Occidental;España;No especificado;No disponible;Cappuccino's, Calle Maestro Pedro Calvo, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Churrería Amanecer;29631.0;Avenida de la Constitución;Benalmádena;Arroyo de la Miel;36.6004295;-4.5286989;Costa del Sol Occidental;España;No especificado;No disponible;Churrería Amanecer, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
La Carihuela Chica;29640.0;Calle Pescado;Fuengirola;Los Boliches;36.5542713;-4.6126398;Costa del Sol Occidental;España;No especificado;No disponible;La Carihuela Chica, Calle Pescado, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Alarcon;29650.0;Calle Lasta;Mijas;;36.5936695;-4.6435265;Costa del Sol Occidental;España;No especificado;No disponible;Alarcon, 1, Calle Lasta, Mijas Pueblo, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Restaurante Los Arcos;29650.0;Plaza Virgen de la Peña;Mijas;;36.5959448;-4.6380529;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante Los Arcos, Plaza Virgen de la Peña, Mijas Pueblo, Las Lomas de Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Kaede Restaurante Japones;29631.0;Avenida de la Constitución;Benalmádena;Arroyo de la Miel;36.6007082;-4.5289158;Costa del Sol Occidental;España;No especificado;No disponible;Kaede Restaurante Japones, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Restaurante La Alcazaba;29650.0;Plaza de la Constitution;Mijas;;36.5943066;-4.6376663;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante La Alcazaba, Plaza de la Escalinata, Mijas Pueblo, Las Lomas de Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Pizzeria Oscar;29650.0;Plaza de la Escalinata;Mijas;;36.5941624;-4.637829;Costa del Sol Occidental;España;No especificado;No disponible;Pizzeria Oscar, Plaza de la Escalinata, Mijas Pueblo, Las Lomas de Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Noodles;29015.0;Plaza del Siglo;Málaga;Centro Histórico;36.7217336;-4.4201231;Málaga-Costa del Sol;España;No especificado;No disponible;Noodles, Plaza del Siglo, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29015, España
Casa Agustín;29640.0;Calle Huelva;Fuengirola;Los Boliches;36.5392308;-4.6272891;Costa del Sol Occidental;España;No especificado;No disponible;Casa Agustín, Calle Huelva, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Bar Salamanca;29008.0;Calle Tirso de Molina;Málaga;El Molinillo;36.7276985;-4.4243792;Málaga-Costa del Sol;España;No especificado;No disponible;Bar Salamanca, Calle Tirso de Molina, El Molinillo, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29008, España
Molino Andaluz;29004.0;Calle Alejandro Casona;Málaga;;36.6924288;-4.4764716;Málaga-Costa del Sol;España;No especificado;No disponible;Molino Andaluz, 38, Calle Alejandro Casona, Polígono Industrial Guadalhorce, Churriana, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España
Casa Paco;29620.0;Autovía del Mediterráneo;Torremolinos;;36.6420299;-4.5147424;Málaga-Costa del Sol;España;No especificado;No disponible;Casa Paco, Autovía del Mediterráneo, Churriana, Torremolinos, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29620, España
Poseidón;29620.0;Paseo Marítimo;Torremolinos;;36.6270127;-4.4915839;Costa del Sol Occidental;España;No especificado;No disponible;Poseidón, Paseo Marítimo, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29620, España
Virgen de la Peña;29651.0;Calle San Julio;Mijas;;36.5420699;-4.6306212;Costa del Sol Occidental;España;No especificado;No disponible;Virgen de La Peña, Calle San Julio, Las Lagunas, Campo-Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29651, España
Mare Nostrum Beach;29640.0;Paseo Marítimo Rey de España;Fuengirola;Los Boliches;36.5540451;-4.6121444;Costa del Sol Occidental;España;No especificado;No disponible;Mare Nostrum Beach, Paseo Marítimo Rey de España, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Tejeringos;29014.0;Avenida de Las Postas;Málaga;Parque del Sur;36.7379744;-4.4219925;Málaga-Costa del Sol;España;No especificado;No disponible;Tejeringos, 5, Avenida de Las Postas, Parque del Sur, Ciudad Jardín, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29014, España
Taberna Casa del Volapié;29631.0;Avenida de la Constitución;Benalmádena;Arroyo de la Miel;36.5993032;-4.5346808;Costa del Sol Occidental;España;No especificado;No disponible;Taberna Casa del Volapié, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Guadalupe;29620.0;Calle Danza Invisible;Torremolinos;;36.6211715;-4.4982042;Costa del Sol Occidental;España;No especificado;No disponible;Guadalupe, 8, Calle Danza Invisible, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29620, España
Trocadero;29631.0;Avenida del Sol;Mijas;;36.5254112;-4.6489845;Costa del Sol Occidental;España;No especificado;No disponible;Trocadero, Parking garage Trocadero, Hipódromo Costa del Sol, Cerros del Águila, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
La Tranca;29012.0;Calle Carretería;Málaga;Centro Histórico;36.7241974;-4.421549;Málaga-Costa del Sol;España;No especificado;No disponible;La Tranca, 93, Calle Carretería, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29012, España
Ciao;29008.0;Calle Carretería;Málaga;La Goleta;36.7237916;-4.4226653;Málaga-Costa del Sol;España;No especificado;No disponible;Ciao, Calle Carretería, La Goleta, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29008, España
El Caleño;29017.0;Paseo Marítimo El Pedregal;Málaga;Pedregalejo Playa;36.7209408;-4.3739188;Málaga-Costa del Sol;España;No especificado;No disponible;El Caleño, 49, Paseo Marítimo El Pedregal, Pedregalejo Playa, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España
Cónico;29015.0;Calle Granada;Málaga;Centro Histórico;36.7213969;-4.4214484;Málaga-Costa del Sol;España;No especificado;No disponible;Cónico, Calle Granada, Centro Histórico, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29015, España
Tetería Nirvana;29003.0;Calle Antonio Chacón;Málaga;El Torcal;36.6989224;-4.4480015;Málaga-Costa del Sol;España;No especificado;No disponible;Tetería Nirvana, Calle Antonio Chacón, El Torcal, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29003, España
Frutos;29140.0;Avenida de la Riviera;Torremolinos;;36.6455704;-4.4893958;Costa del Sol Occidental;España;No especificado;No disponible;Frutos, Avenida de la Riviera, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29140, España
The Katmandu;29620.0;Calle Antonio Girón;Torremolinos;;36.6230127;-4.4995819;Costa del Sol Occidental;España;No especificado;No disponible;The Katmandu, Calle Antonio Girón, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29620, España
Venta Vázquez;29130.0;A-404;Alhaurín de la Torre;;36.6506657;-4.5936993;Valle del Guadalhorce;España;No especificado;No disponible;VENTA VÁZQUEZ, A-404, La Alquería, Alhaurín de la Torre, Valle del Guadalhorce, Málaga, Andalucía, 29130, España
La Cantina;29197.0;Plaza Almijara;Málaga;;36.745811;-4.3274985;Málaga-Costa del Sol;España;No especificado;No disponible;La Cantina, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29197, España
Kontiki;29593.0;MA-5005;Álora;;36.8782391;-4.7316151;Valle del Guadalhorce;España;No especificado;No disponible;Kontiki, MA-5005, Los Llanos, Álora, Valle del Guadalhorce, Málaga, Andalucía, 29593, España
Bar Gonzalez;29650.0;Pasaje de las Golondrinas;Mijas;;36.5970832;-4.6371558;Costa del Sol Occidental;España;No especificado;No disponible;Bar Gonzalez, Pasaje de las Golondrinas, Mijas Pueblo, Las Lomas de Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Restaurant;29649.0;Calle Petunia de Miraflores;Mijas;;36.4931555;-4.7001238;Costa del Sol Occidental;España;No especificado;No disponible;Restaurant, Calle Petunia de Miraflores, Miraflores, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
Cuatro Esquinas;29017.0;Calle Pintada;Málaga;El Palo;36.7210572;-4.3588865;Málaga-Costa del Sol;España;No especificado;No disponible;Cuatro Esquinas, Calle Almería, El Palo, Este, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29017, España
En Pa Ca;29002.0;Calle Mendívil;Málaga;Renfe;36.713002;-4.4319151;Málaga-Costa del Sol;España;No especificado;No disponible;En Pa Ca, 6, Calle Mendívil, Renfe, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España
Pizzeria Mariloli;29002.0;Calle Héroe de Sostoa;Málaga;Jardín de la Abadía;36.7083468;-4.4350126;Málaga-Costa del Sol;España;No especificado;No disponible;Pizzeria Mariloli, 68, Calle Héroe de Sostoa, Jardín de la Abadía, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29002, España
Bar Mijas;29650.0;Plaza Virgen de la Peña;Mijas;;36.5960388;-4.6378348;Costa del Sol Occidental;España;No especificado;No disponible;Bar Mijas, Plaza Virgen de la Peña, Mijas Pueblo, Las Lomas de Mijas, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29650, España
Espiga;29620.0;Avenida Joan Miró;Torremolinos;;36.6219506;-4.5023811;Costa del Sol Occidental;España;No especificado;No disponible;Espiga, 19, Avenida Joan Miró, Torremolinos, Costa del Sol Occidental, Málaga, Andalucía, 29620, España
Churros & Noodles;29640.0;Calle Santa Gema;Fuengirola;Los Boliches;36.5535325;-4.6158486;Costa del Sol Occidental;España;No especificado;No disponible;Churros & Noodles, 2, Calle Santa Gema, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Bar Didi;29631.0;Avenida de la Constitución;Benalmádena;Arroyo de la Miel;36.6001171;-4.5313081;Costa del Sol Occidental;España;No especificado;No disponible;Bar Didi, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
New Carambola;29631.0;Avenida Inmaculada Concepción;Benalmádena;Arroyo de la Miel;36.6020884;-4.5330676;Costa del Sol Occidental;España;No especificado;No disponible;New Carambola, Avenida Inmaculada Concepción, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Pil Pil;29631.0;Avenida de la Constitución;Benalmádena;Arroyo de la Miel;36.5998989;-4.5323168;Costa del Sol Occidental;España;No especificado;No disponible;Pil Pil, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Pomodoro;29004.0;Avenida Molière;Málaga;Almudena;36.6867052;-4.4521706;Málaga-Costa del Sol;España;No especificado;No disponible;Pomodoro, 25, Avenida Molière, Almudena, Carretera de Cádiz, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29004, España
La Canasta;29013.0;Camino Colmenar;Málaga;Olletas;36.734264;-4.4160223;Málaga-Costa del Sol;España;No especificado;No disponible;La Canasta, 15, Camino Colmenar, Olletas, Centro, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29013, España
Casa Luciano;29631.0;Avenida Inmaculada Concepción;Benalmádena;Arroyo de la Miel;36.6020024;-4.5332454;Costa del Sol Occidental;España;No especificado;No disponible;Casa Luciano, Avenida Inmaculada Concepción, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
El Oceano;29649.0;Sendero Litoral;Mijas;Las Golondrinas Vistamar;36.4906451;-4.6947578;Costa del Sol Occidental;España;No especificado;No disponible;El Oceano, Sendero Litoral, Las Golondrinas Vistamar, La Cala, Mijas, Costa del Sol Occidental, Málaga, Andalucía, 29649, España
El Calmar;29631.0;Avenida Vicente Aleixandre;Benalmádena;Arroyo de la Miel;36.599744;-4.5343303;Costa del Sol Occidental;España;No especificado;No disponible;El Calmar, Avenida Vicente Aleixandre, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Granier;29631.0;Calle Blas Infante;Málaga;Polígono Alameda;36.7174319;-4.4299023;Málaga-Costa del Sol;España;No especificado;No disponible;Granier, Pasaje Compositor Lehmberg Ruiz, Polígono Alameda, Cruz de Humilladero, Málaga, Málaga-Costa del Sol, Málaga, Andalucía, 29009, España
Casa Emilio;29631.0;Calle Sol;Benalmádena;Arroyo de la Miel;36.5987268;-4.5345659;Costa del Sol Occidental;España;No especificado;No disponible;Casa Emilio, Calle Sol, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
El Filósofo Mudo;29631.0;Calle Sol;Benalmádena;Arroyo de la Miel;36.5989132;-4.5343777;Costa del Sol Occidental;España;No especificado;No disponible;El Filósofo Mudo, Calle Sol, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
La Alternativa;29631.0;Avenida de la Constitución;Benalmádena;Arroyo de la Miel;36.5990024;-4.5345715;Costa del Sol Occidental;España;No especificado;No disponible;La Alternativa, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
La Despensa del Aceite;29631.0;Avenida de la Constitución;Benalmádena;Arroyo de la Miel;36.5989283;-4.5345265;Costa del Sol Occidental;España;No especificado;No disponible;La Despensa del Aceite, Avenida de la Constitución, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Bar Sin Nombre;29631.0;Calle Sierramar;Benalmádena;Arroyo de la Miel;36.6012227;-4.5328231;Costa del Sol Occidental;España;No especificado;No disponible;Bar Sin Nombre, Calle Sierramar, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Cafe Bar Plaza España;29631.0;Calle Félix Solesio;Benalmádena;Arroyo de la Miel;36.5982132;-4.5345707;Costa del Sol Occidental;España;No especificado;No disponible;Cafe Bar Plaza España, Calle Félix Solesio, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
El Pozo;29740.0;Paseo Marítimo Poniente;Alhaurín de la Torre;;36.6888957;-4.6342014;Valle del Guadalhorce;España;No especificado;No disponible;El Pozo, Alhaurín de la Torre, Valle del Guadalhorce, Málaga, Andalucía, 29570, España
Alfrieg Steak House;29640.0;Calle Lope de Vega;Fuengirola;Los Boliches;36.5502831;-4.6158189;Costa del Sol Occidental;España;No especificado;No disponible;Alfrieg Steak House, Calle Lope de Vega, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Parilla Argentina Cosquín;29640.0;Calle Lope de Vega;Fuengirola;Los Boliches;36.5501384;-4.6154661;Costa del Sol Occidental;España;No especificado;No disponible;Parilla Argentina Cosquín, Calle Lope de Vega, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Café Churreria El Parque;29631.0;Avenida Federico García Lorca;Benalmádena;Arroyo de la Miel;36.5993604;-4.5318158;Costa del Sol Occidental;España;No especificado;No disponible;Café Churreria El Parque, Avenida Federico García Lorca, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Casa Colón;29640.0;Calle Troncón;Fuengirola;Los Boliches;36.5381492;-4.6235979;Costa del Sol Occidental;España;No especificado;No disponible;Casa Colón, 2, Calle Troncon, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Bubba.bar;29640.0;Calle Alemania;Fuengirola;Los Boliches;36.5382417;-4.6234938;Costa del Sol Occidental;España;No especificado;No disponible;Bubba.bar, Calle Alemania, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
La Oliva Taberna;29640.0;Calle Alemania;Fuengirola;;36.538169;-4.6233966;Costa del Sol Occidental;España;No especificado;No disponible;La Oliva Taberna, Calle Alemania, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
La Esquina de Chinorros;29640.0;Calle del Mercado;Fuengirola;Los Boliches;36.538139;-4.6233481;Costa del Sol Occidental;España;No especificado;No disponible;La Esquina de Chinorros, Calle del Mercado, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Restaurante Vegetalia;29640.0;Calle Santa Isabel;Fuengirola;Los Boliches;36.5529996;-4.6174335;Costa del Sol Occidental;España;No especificado;No disponible;Restaurante Vegetalia, 8, Calle Santa Isabel, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
La Terraza;29631.0;Calle Pedro Serrano;Benalmádena;Arroyo de la Miel;36.6051003;-4.5334642;Costa del Sol Occidental;España;No especificado;No disponible;La Terraza, Calle Pedro Serrano, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
Chirimoya;29640.0;Calle Iglesia;Fuengirola;Los Boliches;36.5514847;-4.6164604;Costa del Sol Occidental;España;No especificado;No disponible;Chirimoya, Calle Iglesia, Los Boliches, Fuengirola, Costa del Sol Occidental, Málaga, Andalucía, 29640, España
Bar Piilo;29631.0;Calle Zodiaco;Benalmádena;Arroyo de la Miel;36.5983928;-4.5304139;Costa del Sol Occidental;España;No especificado;No disponible;Bar Piilo, Calle Zodiaco, Arroyo de la Miel, Arroyo de la Miel-Benalmádena Costa, Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, 29631, España
